<<<<<<< HEAD
Provincias;Grupo quinquenal de edad;Nacionalidad;Sexo;Periodo;Total
06 Badajoz;De 65 a 69 años;Española;Hombres;1 de julio de 2022;17.579,302370
06 Badajoz;De 65 a 69 años;Española;Hombres;1 de enero de 2022;17.284,997219
06 Badajoz;De 65 a 69 años;Española;Hombres;1 de julio de 2019;16.307,885391
06 Badajoz;De 65 a 69 años;Española;Hombres;1 de enero de 2019;16.267,064344
06 Badajoz;De 65 a 69 años;Española;Mujeres;1 de julio de 2022;17.772,333999
06 Badajoz;De 65 a 69 años;Española;Mujeres;1 de enero de 2022;17.465,967841
06 Badajoz;De 65 a 69 años;Española;Mujeres;1 de julio de 2019;16.485,195319
06 Badajoz;De 65 a 69 años;Española;Mujeres;1 de enero de 2019;16.454,956057
06 Badajoz;De 70 a 74 años;Española;Hombres;1 de julio de 2022;14.710,912567
06 Badajoz;De 70 a 74 años;Española;Hombres;1 de enero de 2022;14.555,054844
06 Badajoz;De 70 a 74 años;Española;Hombres;1 de julio de 2019;14.321,379947
06 Badajoz;De 70 a 74 años;Española;Hombres;1 de enero de 2019;14.398,435331
06 Badajoz;De 70 a 74 años;Española;Mujeres;1 de julio de 2022;16.180,546290
06 Badajoz;De 70 a 74 años;Española;Mujeres;1 de enero de 2022;16.166,773914
06 Badajoz;De 70 a 74 años;Española;Mujeres;1 de julio de 2019;16.091,660078
06 Badajoz;De 70 a 74 años;Española;Mujeres;1 de enero de 2019;16.135,290560
06 Badajoz;De 75 a 79 años;Española;Hombres;1 de julio de 2022;11.846,663894
06 Badajoz;De 75 a 79 años;Española;Hombres;1 de enero de 2022;11.652,749836
06 Badajoz;De 75 a 79 años;Española;Hombres;1 de julio de 2019;10.547,590686
06 Badajoz;De 75 a 79 años;Española;Hombres;1 de enero de 2019;10.064,668854
06 Badajoz;De 75 a 79 años;Española;Mujeres;1 de julio de 2022;14.476,069439
06 Badajoz;De 75 a 79 años;Española;Mujeres;1 de enero de 2022;14.286,161037
06 Badajoz;De 75 a 79 años;Española;Mujeres;1 de julio de 2019;13.651,389744
06 Badajoz;De 75 a 79 años;Española;Mujeres;1 de enero de 2019;13.239,385402
06 Badajoz;De 80 a 84 años;Española;Hombres;1 de julio de 2022;7.080,977572
06 Badajoz;De 80 a 84 años;Española;Hombres;1 de enero de 2022;7.128,602752
06 Badajoz;De 80 a 84 años;Española;Hombres;1 de julio de 2019;8.155,762540
06 Badajoz;De 80 a 84 años;Española;Hombres;1 de enero de 2019;8.560,351875
06 Badajoz;De 80 a 84 años;Española;Mujeres;1 de julio de 2022;10.600,810066
06 Badajoz;De 80 a 84 años;Española;Mujeres;1 de enero de 2022;10.597,140963
06 Badajoz;De 80 a 84 años;Española;Mujeres;1 de julio de 2019;12.094,938526
06 Badajoz;De 80 a 84 años;Española;Mujeres;1 de enero de 2019;12.528,300522
06 Badajoz;De 85 a 89 años;Española;Hombres;1 de julio de 2022;5.579,312862
06 Badajoz;De 85 a 89 años;Española;Hombres;1 de enero de 2022;5.742,000543
06 Badajoz;De 85 a 89 años;Española;Hombres;1 de julio de 2019;5.485,966481
06 Badajoz;De 85 a 89 años;Española;Hombres;1 de enero de 2019;5.457,525729
06 Badajoz;De 85 a 89 años;Española;Mujeres;1 de julio de 2022;9.597,174301
06 Badajoz;De 85 a 89 años;Española;Mujeres;1 de enero de 2022;9.888,682809
06 Badajoz;De 85 a 89 años;Española;Mujeres;1 de julio de 2019;9.499,642719
06 Badajoz;De 85 a 89 años;Española;Mujeres;1 de enero de 2019;9.497,564033
06 Badajoz;90 y más años;Española;Hombres;1 de julio de 2022;2.566,166968
06 Badajoz;90 y más años;Española;Hombres;1 de enero de 2022;2.485,370457
06 Badajoz;90 y más años;Española;Hombres;1 de julio de 2019;2.283,880027
06 Badajoz;90 y más años;Española;Hombres;1 de enero de 2019;2.189,940471
06 Badajoz;90 y más años;Española;Mujeres;1 de julio de 2022;5.545,152723
06 Badajoz;90 y más años;Española;Mujeres;1 de enero de 2022;5.452,724692
06 Badajoz;90 y más años;Española;Mujeres;1 de julio de 2019;4.890,985027
06 Badajoz;90 y más años;Española;Mujeres;1 de enero de 2019;4.832,002545
07 Balears, Illes;De 0 a 4 años;Española;Hombres;1 de julio de 2022;19.600,000000
07 Balears, Illes;De 0 a 4 años;Española;Hombres;1 de enero de 2022;20.082,000000
07 Balears, Illes;De 0 a 4 años;Española;Hombres;1 de julio de 2019;21.696,939315
07 Balears, Illes;De 0 a 4 años;Española;Hombres;1 de enero de 2019;22.224,141370
07 Balears, Illes;De 0 a 4 años;Española;Mujeres;1 de julio de 2022;18.454,000000
07 Balears, Illes;De 0 a 4 años;Española;Mujeres;1 de enero de 2022;18.818,000000
07 Balears, Illes;De 0 a 4 años;Española;Mujeres;1 de julio de 2019;20.371,599674
07 Balears, Illes;De 0 a 4 años;Española;Mujeres;1 de enero de 2019;20.774,753799
07 Balears, Illes;De 5 a 9 años;Española;Hombres;1 de julio de 2022;23.660,301483
07 Balears, Illes;De 5 a 9 años;Española;Hombres;1 de enero de 2022;23.642,519370
07 Balears, Illes;De 5 a 9 años;Española;Hombres;1 de julio de 2019;24.985,085186
07 Balears, Illes;De 5 a 9 años;Española;Hombres;1 de enero de 2019;25.226,971999
07 Balears, Illes;De 5 a 9 años;Española;Mujeres;1 de julio de 2022;22.370,586229
07 Balears, Illes;De 5 a 9 años;Española;Mujeres;1 de enero de 2022;22.490,057045
07 Balears, Illes;De 5 a 9 años;Española;Mujeres;1 de julio de 2019;23.405,496346
07 Balears, Illes;De 5 a 9 años;Española;Mujeres;1 de enero de 2019;23.664,519705
07 Balears, Illes;De 10 a 14 años;Española;Hombres;1 de julio de 2022;27.114,112110
07 Balears, Illes;De 10 a 14 años;Española;Hombres;1 de enero de 2022;27.398,394479
07 Balears, Illes;De 10 a 14 años;Española;Hombres;1 de julio de 2019;27.825,517696
07 Balears, Illes;De 10 a 14 años;Española;Hombres;1 de enero de 2019;27.826,048559
07 Balears, Illes;De 10 a 14 años;Española;Mujeres;1 de julio de 2022;25.044,575265
07 Balears, Illes;De 10 a 14 años;Española;Mujeres;1 de enero de 2022;25.098,378395
07 Balears, Illes;De 10 a 14 años;Española;Mujeres;1 de julio de 2019;25.289,566291
07 Balears, Illes;De 10 a 14 años;Española;Mujeres;1 de enero de 2019;25.268,767125
07 Balears, Illes;De 15 a 19 años;Española;Hombres;1 de julio de 2022;27.430,111601
07 Balears, Illes;De 15 a 19 años;Española;Hombres;1 de enero de 2022;27.177,854520
07 Balears, Illes;De 15 a 19 años;Española;Hombres;1 de julio de 2019;25.822,727264
07 Balears, Illes;De 15 a 19 años;Española;Hombres;1 de enero de 2019;25.511,928757
07 Balears, Illes;De 15 a 19 años;Española;Mujeres;1 de julio de 2022;25.176,112136
07 Balears, Illes;De 15 a 19 años;Española;Mujeres;1 de enero de 2022;25.018,249562
07 Balears, Illes;De 15 a 19 años;Española;Mujeres;1 de julio de 2019;24.192,379503
07 Balears, Illes;De 15 a 19 años;Española;Mujeres;1 de enero de 2019;23.895,087397
07 Balears, Illes;De 20 a 24 años;Española;Hombres;1 de julio de 2022;25.888,145909
07 Balears, Illes;De 20 a 24 años;Española;Hombres;1 de enero de 2022;25.508,877579
07 Balears, Illes;De 20 a 24 años;Española;Hombres;1 de julio de 2019;24.268,477158
07 Balears, Illes;De 20 a 24 años;Española;Hombres;1 de enero de 2019;24.012,090044
07 Balears, Illes;De 20 a 24 años;Española;Mujeres;1 de julio de 2022;24.301,186273
07 Balears, Illes;De 20 a 24 años;Española;Mujeres;1 de enero de 2022;23.909,441827
07 Balears, Illes;De 20 a 24 años;Española;Mujeres;1 de julio de 2019;22.853,911092
07 Balears, Illes;De 20 a 24 años;Española;Mujeres;1 de enero de 2019;22.678,548622
07 Balears, Illes;De 25 a 29 años;Española;Hombres;1 de julio de 2022;26.132,780762
07 Balears, Illes;De 25 a 29 años;Española;Hombres;1 de enero de 2022;26.233,634916
07 Balears, Illes;De 25 a 29 años;Española;Hombres;1 de julio de 2019;27.570,169720
07 Balears, Illes;De 25 a 29 años;Española;Hombres;1 de enero de 2019;27.818,887368
07 Balears, Illes;De 25 a 29 años;Española;Mujeres;1 de julio de 2022;25.296,318381
07 Balears, Illes;De 25 a 29 años;Española;Mujeres;1 de enero de 2022;25.443,016327
07 Balears, Illes;De 25 a 29 años;Española;Mujeres;1 de julio de 2019;26.551,648309
07 Balears, Illes;De 25 a 29 años;Española;Mujeres;1 de enero de 2019;26.912,644409
07 Balears, Illes;De 30 a 34 años;Española;Hombres;1 de julio de 2022;29.703,436078
07 Balears, Illes;De 30 a 34 años;Española;Hombres;1 de enero de 2022;29.816,191142
07 Balears, Illes;De 30 a 34 años;Española;Hombres;1 de julio de 2019;30.871,242563
07 Balears, Illes;De 30 a 34 años;Española;Hombres;1 de enero de 2019;31.169,587371
07 Balears, Illes;De 30 a 34 años;Española;Mujeres;1 de julio de 2022;28.296,787207
07 Balears, Illes;De 30 a 34 años;Española;Mujeres;1 de enero de 2022;28.273,085038
07 Balears, Illes;De 30 a 34 años;Española;Mujeres;1 de julio de 2019;29.597,199327
07 Balears, Illes;De 30 a 34 años;Española;Mujeres;1 de enero de 2019;29.936,298784
07 Balears, Illes;De 35 a 39 años;Española;Hombres;1 de julio de 2022;32.569,435291
07 Balears, Illes;De 35 a 39 años;Española;Hombres;1 de enero de 2022;33.121,785374
07 Balears, Illes;De 35 a 39 años;Española;Hombres;1 de julio de 2019;36.235,765367
07 Balears, Illes;De 35 a 39 años;Española;Hombres;1 de enero de 2019;36.849,950160
07 Balears, Illes;De 35 a 39 años;Española;Mujeres;1 de julio de 2022;31.347,405528
07 Balears, Illes;De 35 a 39 años;Española;Mujeres;1 de enero de 2022;31.736,763850
07 Balears, Illes;De 35 a 39 años;Española;Mujeres;1 de julio de 2019;34.565,177342
07 Balears, Illes;De 35 a 39 años;Española;Mujeres;1 de enero de 2019;35.102,568060
07 Balears, Illes;De 40 a 44 años;Española;Hombres;1 de julio de 2022;38.938,396099
07 Balears, Illes;De 40 a 44 años;Española;Hombres;1 de enero de 2022;39.481,449720
07 Balears, Illes;De 40 a 44 años;Española;Hombres;1 de julio de 2019;41.772,580934
07 Balears, Illes;De 40 a 44 años;Española;Hombres;1 de enero de 2019;42.012,135957
07 Balears, Illes;De 40 a 44 años;Española;Mujeres;1 de julio de 2022;37.328,288987
07 Balears, Illes;De 40 a 44 años;Española;Mujeres;1 de enero de 2022;37.696,025875
07 Balears, Illes;De 40 a 44 años;Española;Mujeres;1 de julio de 2019;39.038,389628
07 Balears, Illes;De 40 a 44 años;Española;Mujeres;1 de enero de 2019;39.243,446479
07 Balears, Illes;De 45 a 49 años;Española;Hombres;1 de julio de 2022;42.314,229494
07 Balears, Illes;De 45 a 49 años;Española;Hombres;1 de enero de 2022;42.248,378884
07 Balears, Illes;De 45 a 49 años;Española;Hombres;1 de julio de 2019;40.750,193340
07 Balears, Illes;De 45 a 49 años;Española;Hombres;1 de enero de 2019;40.293,118032
07 Balears, Illes;De 45 a 49 años;Española;Mujeres;1 de julio de 2022;39.752,440375
07 Balears, Illes;De 45 a 49 años;Española;Mujeres;1 de enero de 2022;39.623,150577
07 Balears, Illes;De 45 a 49 años;Española;Mujeres;1 de julio de 2019;38.528,113743
07 Balears, Illes;De 45 a 49 años;Española;Mujeres;1 de enero de 2019;38.154,095319
07 Balears, Illes;De 50 a 54 años;Española;Hombres;1 de julio de 2022;38.706,712263
07 Balears, Illes;De 50 a 54 años;Española;Hombres;1 de enero de 2022;38.157,488252
07 Balears, Illes;De 50 a 54 años;Española;Hombres;1 de julio de 2019;36.694,472726
07 Balears, Illes;De 50 a 54 años;Española;Hombres;1 de enero de 2019;36.553,188427
07 Balears, Illes;De 50 a 54 años;Española;Mujeres;1 de julio de 2022;37.212,905543
07 Balears, Illes;De 50 a 54 años;Española;Mujeres;1 de enero de 2022;36.856,426772
07 Balears, Illes;De 50 a 54 años;Española;Mujeres;1 de julio de 2019;35.627,691307
07 Balears, Illes;De 50 a 54 años;Española;Mujeres;1 de enero de 2019;35.496,455377
07 Balears, Illes;De 55 a 59 años;Española;Hombres;1 de julio de 2022;34.548,916669
07 Balears, Illes;De 55 a 59 años;Española;Hombres;1 de enero de 2022;34.085,935279
07 Balears, Illes;De 55 a 59 años;Española;Hombres;1 de julio de 2019;32.181,306475
07 Balears, Illes;De 55 a 59 años;Española;Hombres;1 de enero de 2019;31.697,777994
07 Balears, Illes;De 55 a 59 años;Española;Mujeres;1 de julio de 2022;34.725,249190
07 Balears, Illes;De 55 a 59 años;Española;Mujeres;1 de enero de 2022;34.288,688961
07 Balears, Illes;De 55 a 59 años;Española;Mujeres;1 de julio de 2019;32.347,133692
07 Balears, Illes;De 55 a 59 años;Española;Mujeres;1 de enero de 2019;31.799,744573
07 Balears, Illes;De 60 a 64 años;Española;Hombres;1 de julio de 2022;29.442,001479
07 Balears, Illes;De 60 a 64 años;Española;Hombres;1 de enero de 2022;29.157,404060
07 Balears, Illes;De 60 a 64 años;Española;Hombres;1 de julio de 2019;26.935,334566
07 Balears, Illes;De 60 a 64 años;Española;Hombres;1 de enero de 2019;26.530,584083
07 Balears, Illes;De 60 a 64 años;Española;Mujeres;1 de julio de 2022;30.401,142553
07 Balears, Illes;De 60 a 64 años;Española;Mujeres;1 de enero de 2022;30.144,363653
07 Balears, Illes;De 60 a 64 años;Española;Mujeres;1 de julio de 2019;28.061,647297
07 Balears, Illes;De 60 a 64 años;Española;Mujeres;1 de enero de 2019;27.725,482721
07 Balears, Illes;De 65 a 69 años;Española;Hombres;1 de julio de 2022;23.759,562697
07 Balears, Illes;De 65 a 69 años;Española;Hombres;1 de enero de 2022;23.719,057731
07 Balears, Illes;De 65 a 69 años;Española;Hombres;1 de julio de 2019;22.770,080755
07 Balears, Illes;De 65 a 69 años;Española;Hombres;1 de enero de 2019;22.615,060500
07 Balears, Illes;De 65 a 69 años;Española;Mujeres;1 de julio de 2022;25.692,409131
07 Balears, Illes;De 65 a 69 años;Española;Mujeres;1 de enero de 2022;25.345,744610
07 Balears, Illes;De 65 a 69 años;Española;Mujeres;1 de julio de 2019;23.846,911023
07 Balears, Illes;De 65 a 69 años;Española;Mujeres;1 de enero de 2019;23.659,637710
07 Balears, Illes;De 70 a 74 años;Española;Hombres;1 de julio de 2022;20.214,852481
07 Balears, Illes;De 70 a 74 años;Española;Hombres;1 de enero de 2022;19.930,058059
07 Balears, Illes;De 70 a 74 años;Española;Hombres;1 de julio de 2019;19.575,954980
07 Balears, Illes;De 70 a 74 años;Española;Hombres;1 de enero de 2019;19.386,265122
07 Balears, Illes;De 70 a 74 años;Española;Mujeres;1 de julio de 2022;22.550,871010
07 Balears, Illes;De 70 a 74 años;Española;Mujeres;1 de enero de 2022;22.322,957748
07 Balears, Illes;De 70 a 74 años;Española;Mujeres;1 de julio de 2019;21.661,016932
07 Balears, Illes;De 70 a 74 años;Española;Mujeres;1 de enero de 2019;21.488,712251
07 Balears, Illes;De 75 a 79 años;Española;Hombres;1 de julio de 2022;15.764,764904
07 Balears, Illes;De 75 a 79 años;Española;Hombres;1 de enero de 2022;15.517,289735
07 Balears, Illes;De 75 a 79 años;Española;Hombres;1 de julio de 2019;13.533,832651
07 Balears, Illes;De 75 a 79 años;Española;Hombres;1 de enero de 2019;13.082,061693
07 Balears, Illes;De 75 a 79 años;Española;Mujeres;1 de julio de 2022;18.863,298312
07 Balears, Illes;De 75 a 79 años;Española;Mujeres;1 de enero de 2022;18.497,275527
07 Balears, Illes;De 75 a 79 años;Española;Mujeres;1 de julio de 2019;16.342,551730
07 Balears, Illes;De 75 a 79 años;Española;Mujeres;1 de enero de 2019;15.770,505795
07 Balears, Illes;De 80 a 84 años;Española;Hombres;1 de julio de 2022;9.222,940066
07 Balears, Illes;De 80 a 84 años;Española;Hombres;1 de enero de 2022;9.079,832611
07 Balears, Illes;De 80 a 84 años;Española;Hombres;1 de julio de 2019;8.983,891487
07 Balears, Illes;De 80 a 84 años;Española;Hombres;1 de enero de 2019;9.148,009062
07 Balears, Illes;De 80 a 84 años;Española;Mujeres;1 de julio de 2022;12.689,632519
07 Balears, Illes;De 80 a 84 años;Española;Mujeres;1 de enero de 2022;12.608,840597
07 Balears, Illes;De 80 a 84 años;Española;Mujeres;1 de julio de 2019;13.078,396835
07 Balears, Illes;De 80 a 84 años;Española;Mujeres;1 de enero de 2019;13.301,004108
07 Balears, Illes;De 85 a 89 años;Española;Hombres;1 de julio de 2022;5.973,814884
07 Balears, Illes;De 85 a 89 años;Española;Hombres;1 de enero de 2022;5.998,881631
07 Balears, Illes;De 85 a 89 años;Española;Hombres;1 de julio de 2019;5.526,139408
07 Balears, Illes;De 85 a 89 años;Española;Hombres;1 de enero de 2019;5.429,370544
07 Balears, Illes;De 85 a 89 años;Española;Mujeres;1 de julio de 2022;10.299,178797
07 Balears, Illes;De 85 a 89 años;Española;Mujeres;1 de enero de 2022;10.391,275065
07 Balears, Illes;De 85 a 89 años;Española;Mujeres;1 de julio de 2019;9.961,250465
07 Balears, Illes;De 85 a 89 años;Española;Mujeres;1 de enero de 2019;9.971,103916
07 Balears, Illes;90 y más años;Española;Hombres;1 de julio de 2022;2.643,708044
07 Balears, Illes;90 y más años;Española;Hombres;1 de enero de 2022;2.617,235114
07 Balears, Illes;90 y más años;Española;Hombres;1 de julio de 2019;2.415,986756
07 Balears, Illes;90 y más años;Española;Hombres;1 de enero de 2019;2.400,934972
07 Balears, Illes;90 y más años;Española;Mujeres;1 de julio de 2022;6.725,070907
07 Balears, Illes;90 y más años;Española;Mujeres;1 de enero de 2022;6.684,123628
07 Balears, Illes;90 y más años;Española;Mujeres;1 de julio de 2019;6.180,844877
07 Balears, Illes;90 y más años;Española;Mujeres;1 de enero de 2019;6.052,813166
08 Barcelona;De 0 a 4 años;Española;Hombres;1 de julio de 2022;91.743,000000
08 Barcelona;De 0 a 4 años;Española;Hombres;1 de enero de 2022;93.729,000000
08 Barcelona;De 0 a 4 años;Española;Hombres;1 de julio de 2019;106.134,137989
08 Barcelona;De 0 a 4 años;Española;Hombres;1 de enero de 2019;108.528,910910
08 Barcelona;De 0 a 4 años;Española;Mujeres;1 de julio de 2022;86.815,000000
08 Barcelona;De 0 a 4 años;Española;Mujeres;1 de enero de 2022;88.864,000000
08 Barcelona;De 0 a 4 años;Española;Mujeres;1 de julio de 2019;99.980,379208
08 Barcelona;De 0 a 4 años;Española;Mujeres;1 de enero de 2019;101.991,563545
08 Barcelona;De 5 a 9 años;Española;Hombres;1 de julio de 2022;121.112,884792
08 Barcelona;De 5 a 9 años;Española;Hombres;1 de enero de 2022;121.790,045758
08 Barcelona;De 5 a 9 años;Española;Hombres;1 de julio de 2019;131.297,812187
08 Barcelona;De 5 a 9 años;Española;Hombres;1 de enero de 2019;133.040,370051
08 Barcelona;De 5 a 9 años;Española;Mujeres;1 de julio de 2022;113.401,421556
08 Barcelona;De 5 a 9 años;Española;Mujeres;1 de enero de 2022;114.175,939127
08 Barcelona;De 5 a 9 años;Española;Mujeres;1 de julio de 2019;122.939,866124
08 Barcelona;De 5 a 9 años;Española;Mujeres;1 de enero de 2019;124.382,862310
08 Barcelona;De 10 a 14 años;Española;Hombres;1 de julio de 2022;144.241,143605
08 Barcelona;De 10 a 14 años;Española;Hombres;1 de enero de 2022;144.860,067406
08 Barcelona;De 10 a 14 años;Española;Hombres;1 de julio de 2019;144.348,476091
08 Barcelona;De 10 a 14 años;Española;Hombres;1 de enero de 2019;143.891,733364
08 Barcelona;De 10 a 14 años;Española;Mujeres;1 de julio de 2022;134.461,362621
08 Barcelona;De 10 a 14 años;Española;Mujeres;1 de enero de 2022;135.101,485040
08 Barcelona;De 10 a 14 años;Española;Mujeres;1 de julio de 2019;134.828,751593
08 Barcelona;De 10 a 14 años;Española;Mujeres;1 de enero de 2019;134.807,292199
08 Barcelona;De 15 a 19 años;Española;Hombres;1 de julio de 2022;141.647,441465
08 Barcelona;De 15 a 19 años;Española;Hombres;1 de enero de 2022;139.613,933381
08 Barcelona;De 15 a 19 años;Española;Hombres;1 de julio de 2019;130.445,035465
08 Barcelona;De 15 a 19 años;Española;Hombres;1 de enero de 2019;128.337,051263
08 Barcelona;De 15 a 19 años;Española;Mujeres;1 de julio de 2022;132.962,440636
08 Barcelona;De 15 a 19 años;Española;Mujeres;1 de enero de 2022;131.240,227568
08 Barcelona;De 15 a 19 años;Española;Mujeres;1 de julio de 2019;123.507,321415
08 Barcelona;De 15 a 19 años;Española;Mujeres;1 de enero de 2019;121.742,750232
08 Barcelona;De 20 a 24 años;Española;Hombres;1 de julio de 2022;126.062,748906
08 Barcelona;De 20 a 24 años;Española;Hombres;1 de enero de 2022;124.232,508440
08 Barcelona;De 20 a 24 años;Española;Hombres;1 de julio de 2019;115.831,856017
08 Barcelona;De 20 a 24 años;Española;Hombres;1 de enero de 2019;114.285,929186
08 Barcelona;De 20 a 24 años;Española;Mujeres;1 de julio de 2022;118.824,656731
08 Barcelona;De 20 a 24 años;Española;Mujeres;1 de enero de 2022;116.788,819146
08 Barcelona;De 20 a 24 años;Española;Mujeres;1 de julio de 2019;108.249,132527
08 Barcelona;De 20 a 24 años;Española;Mujeres;1 de enero de 2019;106.762,036738
08 Barcelona;De 25 a 29 años;Española;Hombres;1 de julio de 2022;116.248,022441
08 Barcelona;De 25 a 29 años;Española;Hombres;1 de enero de 2022;115.382,074095
08 Barcelona;De 25 a 29 años;Española;Hombres;1 de julio de 2019;115.424,690458
08 Barcelona;De 25 a 29 años;Española;Hombres;1 de enero de 2019;115.556,355928
08 Barcelona;De 25 a 29 años;Española;Mujeres;1 de julio de 2022;111.055,324563
08 Barcelona;De 25 a 29 años;Española;Mujeres;1 de enero de 2022;110.121,326052
08 Barcelona;De 25 a 29 años;Española;Mujeres;1 de julio de 2019;110.937,241509
08 Barcelona;De 25 a 29 años;Española;Mujeres;1 de enero de 2019;110.998,664678
08 Barcelona;De 30 a 34 años;Española;Hombres;1 de julio de 2022;120.074,963554
08 Barcelona;De 30 a 34 años;Española;Hombres;1 de enero de 2022;119.742,311219
08 Barcelona;De 30 a 34 años;Española;Hombres;1 de julio de 2019;124.054,182493
08 Barcelona;De 30 a 34 años;Española;Hombres;1 de enero de 2019;125.222,046815
08 Barcelona;De 30 a 34 años;Española;Mujeres;1 de julio de 2022;116.743,515028
08 Barcelona;De 30 a 34 años;Española;Mujeres;1 de enero de 2022;116.153,378621
08 Barcelona;De 30 a 34 años;Española;Mujeres;1 de julio de 2019;122.007,403863
08 Barcelona;De 30 a 34 años;Española;Mujeres;1 de enero de 2019;123.706,832248
08 Barcelona;De 35 a 39 años;Española;Hombres;1 de julio de 2022;135.107,588397
08 Barcelona;De 35 a 39 años;Española;Hombres;1 de enero de 2022;137.420,078689
08 Barcelona;De 35 a 39 años;Española;Hombres;1 de julio de 2019;157.026,827902
08 Barcelona;De 35 a 39 años;Española;Hombres;1 de enero de 2019;161.756,216418
08 Barcelona;De 35 a 39 años;Española;Mujeres;1 de julio de 2022;137.059,578331
08 Barcelona;De 35 a 39 años;Española;Mujeres;1 de enero de 2022;139.646,618238
08 Barcelona;De 35 a 39 años;Española;Mujeres;1 de julio de 2019;158.021,251360
08 Barcelona;De 35 a 39 años;Española;Mujeres;1 de enero de 2019;162.343,123212
08 Barcelona;De 40 a 44 años;Española;Hombres;1 de julio de 2022;181.357,574314
08 Barcelona;De 40 a 44 años;Española;Hombres;1 de enero de 2022;185.952,818359
08 Barcelona;De 40 a 44 años;Española;Hombres;1 de julio de 2019;206.600,913675
08 Barcelona;De 40 a 44 años;Española;Hombres;1 de enero de 2019;209.694,056193
08 Barcelona;De 40 a 44 años;Española;Mujeres;1 de julio de 2022;182.362,691914
08 Barcelona;De 40 a 44 años;Española;Mujeres;1 de enero de 2022;186.624,178671
08 Barcelona;De 40 a 44 años;Española;Mujeres;1 de julio de 2019;204.672,661546
08 Barcelona;De 40 a 44 años;Española;Mujeres;1 de enero de 2019;207.258,233878
08 Barcelona;De 45 a 49 años;Española;Hombres;1 de julio de 2022;212.994,467855
08 Barcelona;De 45 a 49 años;Española;Hombres;1 de enero de 2022;212.801,576452
08 Barcelona;De 45 a 49 años;Española;Hombres;1 de julio de 2019;204.555,287177
08 Barcelona;De 45 a 49 años;Española;Hombres;1 de enero de 2019;202.056,662322
08 Barcelona;De 45 a 49 años;Española;Mujeres;1 de julio de 2022;211.252,915583
08 Barcelona;De 45 a 49 años;Española;Mujeres;1 de enero de 2022;210.615,840570
08 Barcelona;De 45 a 49 años;Española;Mujeres;1 de julio de 2019;202.507,402288
08 Barcelona;De 45 a 49 años;Española;Mujeres;1 de enero de 2019;200.412,851282
08 Barcelona;De 50 a 54 años;Española;Hombres;1 de julio de 2022;195.357,112126
08 Barcelona;De 50 a 54 años;Española;Hombres;1 de enero de 2022;193.733,320856
08 Barcelona;De 50 a 54 años;Española;Hombres;1 de julio de 2019;188.213,855002
08 Barcelona;De 50 a 54 años;Española;Hombres;1 de enero de 2019;187.785,558289
08 Barcelona;De 50 a 54 años;Española;Mujeres;1 de julio de 2022;196.085,436137
08 Barcelona;De 50 a 54 años;Española;Mujeres;1 de enero de 2022;194.791,186666
08 Barcelona;De 50 a 54 años;Española;Mujeres;1 de julio de 2019;190.532,248998
08 Barcelona;De 50 a 54 años;Española;Mujeres;1 de enero de 2019;190.424,306145
08 Barcelona;De 55 a 59 años;Española;Hombres;1 de julio de 2022;177.794,282483
08 Barcelona;De 55 a 59 años;Española;Hombres;1 de enero de 2022;175.523,374560
08 Barcelona;De 55 a 59 años;Española;Hombres;1 de julio de 2019;165.136,848567
08 Barcelona;De 55 a 59 años;Española;Hombres;1 de enero de 2019;162.736,887882
08 Barcelona;De 55 a 59 años;Española;Mujeres;1 de julio de 2022;185.064,309255
08 Barcelona;De 55 a 59 años;Española;Mujeres;1 de enero de 2022;183.031,787537
08 Barcelona;De 55 a 59 años;Española;Mujeres;1 de julio de 2019;175.661,467041
08 Barcelona;De 55 a 59 años;Española;Mujeres;1 de enero de 2019;174.294,956127
08 Barcelona;De 60 a 64 años;Española;Hombres;1 de julio de 2022;152.358,724184
08 Barcelona;De 60 a 64 años;Española;Hombres;1 de enero de 2022;151.505,612281
08 Barcelona;De 60 a 64 años;Española;Hombres;1 de julio de 2019;145.264,919595
08 Barcelona;De 60 a 64 años;Española;Hombres;1 de enero de 2019;143.613,425357
08 Barcelona;De 60 a 64 años;Española;Mujeres;1 de julio de 2022;168.965,883417
08 Barcelona;De 60 a 64 años;Española;Mujeres;1 de enero de 2022;168.426,548559
08 Barcelona;De 60 a 64 años;Española;Mujeres;1 de julio de 2019;161.532,623438
08 Barcelona;De 60 a 64 años;Española;Mujeres;1 de enero de 2019;159.700,273027
08 Barcelona;De 65 a 69 años;Española;Hombres;1 de julio de 2022;128.811,444260
08 Barcelona;De 65 a 69 años;Española;Hombres;1 de enero de 2022;127.842,928109
08 Barcelona;De 65 a 69 años;Española;Hombres;1 de julio de 2019;125.158,508340
08 Barcelona;De 65 a 69 años;Española;Hombres;1 de enero de 2019;125.505,278017
08 Barcelona;De 65 a 69 años;Española;Mujeres;1 de julio de 2022;149.361,603498
08 Barcelona;De 65 a 69 años;Española;Mujeres;1 de enero de 2022;148.108,664254
08 Barcelona;De 65 a 69 años;Española;Mujeres;1 de julio de 2019;144.851,922080
08 Barcelona;De 65 a 69 años;Española;Mujeres;1 de enero de 2019;144.971,995998
08 Barcelona;De 70 a 74 años;Española;Hombres;1 de julio de 2022;113.949,776407
08 Barcelona;De 70 a 74 años;Española;Hombres;1 de enero de 2022;113.846,334667
08 Barcelona;De 70 a 74 años;Española;Hombres;1 de julio de 2019;115.599,912957
